id,driver,rider,state,time
1606,ratkebrandee@yahoo.com,ekertzmann@hotmail.com,SUCCESS,2016-06-02 15:23:34
1607,jaleesalehner@hotmail.com,abshirealline@runte.com,FAIL,2016-06-12 03:43:45
1608,bjacobs@klocko-hammes.org,karieryan@yahoo.com,FAIL,2016-06-21 05:06:25
1609,ullrichstorm@bauch.com,bgutkowski@hotmail.com,SUCCESS,2016-06-04 04:56:51
1610,zbrown@yahoo.com,mont84@nicolas.net,SUCCESS,2016-06-16 07:28:23
1611,huelsjune@gmail.com,wardnelie@corwin.com,SUCCESS,2016-06-12 00:39:19
1612,hardy18@gmail.com,jasminenicolas@hotmail.com,FAIL,2016-06-08 13:59:44
1613,raynorkory@hackett.net,minniemertz@gmail.com,SUCCESS,2016-06-10 12:25:45
1614,xhuel@jaskolski.info,jkemmer@russel.com,SUCCESS,2016-06-11 21:45:57
1615,daredevyn@yahoo.com,gleasonaracely@hotmail.com,SUCCESS,2016-06-20 20:56:10
1616,rogahnlindell@rosenbaum.com,fitzhughosinski@hotmail.com,SUCCESS,2016-06-04 05:18:17
1617,dulciefranecki@gerlach.com,millscordell@nitzsche-nitzsche.org,SUCCESS,2016-06-04 00:20:08
1618,xhuel@jaskolski.info,augustineschumm@carter-ledner.com,SUCCESS,2016-06-06 21:47:36
1619,haagmahalia@feest.com,allan74@hotmail.com,SUCCESS,2016-06-09 21:10:29
1620,annemarie88@gmail.com,georgeanna18@rau.com,SUCCESS,2016-06-14 04:54:38
1621,corwinsadie@bergstrom-windler.com,lalaohara@cassin-lind.com,SUCCESS,2016-06-07 10:22:26
1622,corinnajohns@hotmail.com,ariebayer@gmail.com,SUCCESS,2016-06-11 15:35:38
1623,pjacobi@will.biz,collierennis@hermann-donnelly.info,FAIL,2016-06-10 21:36:52
1624,effertzgillian@schinner-sawayn.com,kourtneylesch@gmail.com,SUCCESS,2016-06-10 15:38:49
1625,jmorissette@hackett-russel.com,watsicakatina@trantow.com,SUCCESS,2016-06-01 14:22:10
1626,reubenwillms@purdy-keeling.com,bmorar@hoeger.org,SUCCESS,2016-06-03 01:03:11
1627,santana79@hotmail.com,jerdeotto@yahoo.com,SUCCESS,2016-06-17 04:09:19
1628,gabedaugherty@yahoo.com,klarson@gmail.com,SUCCESS,2016-06-07 22:50:35
1629,dangeloyundt@wisoky.org,gutkowskirosia@hotmail.com,SUCCESS,2016-06-05 03:54:50
1630,greengenaro@yahoo.com,pbernhard@cronin-murazik.com,SUCCESS,2016-06-17 03:55:15
1631,candy52@buckridge.com,zavier93@gmail.com,FAIL,2016-06-05 08:45:26
1632,lkrajcik@yahoo.com,lesterwalter@fay.com,FAIL,2016-06-11 04:49:46
1633,windlerchristiana@kuphal.com,xmann@hotmail.com,SUCCESS,2016-06-19 18:22:51
1634,tdenesik@welch.com,iza15@kling.com,SUCCESS,2016-06-06 23:53:08
1635,homenickcason@conroy-lowe.com,wiegandrandall@hotmail.com,FAIL,2016-06-12 17:01:49
1636,dmccullough@hotmail.com,mrolfson@bode.com,SUCCESS,2016-06-03 23:13:47
1637,yokeefe@ryan.org,conardjast@yahoo.com,FAIL,2016-06-06 02:58:08
1638,harrishoeger@hotmail.com,mmayert@hotmail.com,SUCCESS,2016-06-02 16:28:47
1639,kuhlmanfrederic@gmail.com,agathaschaefer@hotmail.com,FAIL,2016-06-18 05:56:03
1640,delsiecarter@gmail.com,kennard00@yahoo.com,SUCCESS,2016-06-05 09:03:17
1641,gislasonjoni@green-fahey.biz,vandervortjulio@bosco-doyle.org,SUCCESS,2016-06-03 00:20:03
1642,reubenwillms@purdy-keeling.com,lenwood42@effertz-witting.com,SUCCESS,2016-06-03 22:23:41
1643,westantwan@greenholt.com,hwillms@gmail.com,SUCCESS,2016-06-18 20:07:06
1644,hwehner@gmail.com,quigleyyosef@yahoo.com,SUCCESS,2016-06-15 13:31:24
1645,sherrill21@dooley.info,cziemann@jacobs.com,SUCCESS,2016-06-21 08:56:56
1646,ratkebrandee@yahoo.com,hglover@yahoo.com,FAIL,2016-06-02 18:35:42
1647,mozelle31@nicolas.com,zavier34@gmail.com,SUCCESS,2016-06-05 16:23:05
1648,scollins@wuckert.biz,josetteraynor@hotmail.com,SUCCESS,2016-06-06 16:30:03
1649,savannagottlieb@mckenzie.com,onahammes@yost.com,SUCCESS,2016-06-20 08:41:44
1650,zjenkins@langosh-klein.com,mwilderman@greenfelder.com,SUCCESS,2016-06-14 04:52:04
1651,homenickcason@conroy-lowe.com,hester68@hotmail.com,SUCCESS,2016-06-03 13:00:12
1652,vhoeger@jakubowski.com,wunschgladys@hotmail.com,SUCCESS,2016-06-15 06:24:02
1653,danwilliamson@bechtelar.com,kathlynrippin@hotmail.com,SUCCESS,2016-06-16 18:01:36
1654,nienowvaleria@schmitt.org,gradycleora@hotmail.com,SUCCESS,2016-06-19 16:24:31
1655,hlowe@yahoo.com,michalhirthe@gmail.com,SUCCESS,2016-06-04 19:17:52
1656,kimberlymann@yahoo.com,nanci64@connelly.com,SUCCESS,2016-06-17 00:29:41
1657,derrellmcdermott@hotmail.com,markel66@hotmail.com,SUCCESS,2016-06-19 16:48:39
1658,lweissnat@fadel.com,lbruen@bergnaum-kirlin.biz,SUCCESS,2016-06-09 02:41:41
1659,claudieparker@gmail.com,doriankoss@davis.com,SUCCESS,2016-06-15 12:19:34
1660,collinsflint@yahoo.com,okeefejuliet@yahoo.com,SUCCESS,2016-06-08 02:30:23
1661,kutchjohnpaul@jacobs.org,lenny38@walsh.net,SUCCESS,2016-06-14 19:52:51
1662,omedhurst@schroeder.com,davantelindgren@kemmer-konopelski.org,SUCCESS,2016-06-17 05:42:15
1663,hardy18@gmail.com,virdie72@yahoo.com,SUCCESS,2016-06-19 23:10:41
1664,lweissnat@fadel.com,veumarnie@konopelski.com,SUCCESS,2016-06-07 22:41:34
1665,lossiemante@gmail.com,pat66@schoen.net,SUCCESS,2016-06-16 07:24:13
1666,cherish02@bayer.com,leschkamila@legros-lind.info,SUCCESS,2016-06-04 15:39:40
1667,christal75@upton.com,bashirianeleanora@yahoo.com,SUCCESS,2016-06-19 03:30:31
1668,omedhurst@schroeder.com,kaseygutkowski@yahoo.com,SUCCESS,2016-06-08 22:20:40
1669,birdieharris@gmail.com,edwina60@sporer.com,SUCCESS,2016-06-21 11:40:33
1670,farrell14@hotmail.com,alexandria54@breitenberg-schimmel.com,SUCCESS,2016-06-09 02:16:05
1671,marina68@olson-orn.com,cinda94@hotmail.com,SUCCESS,2016-06-19 07:12:45
1672,maribeth08@langworth.net,florrieschulist@yahoo.com,FAIL,2016-06-04 08:39:02
1673,xstracke@lynch.com,gankunding@goodwin.com,SUCCESS,2016-06-12 09:09:05
1674,xmills@hartmann.net,tprohaska@hotmail.com,SUCCESS,2016-06-17 16:02:02
1675,jerdekiyoshi@yahoo.com,kyost@jakubowski.net,SUCCESS,2016-06-13 09:38:07
1676,cathiegottlieb@rath.info,bradfordzieme@yahoo.com,SUCCESS,2016-06-10 05:00:17
1677,kiyoshijerde@jenkins.net,alcee47@wintheiser.org,SUCCESS,2016-06-20 14:02:47
1678,skeeling@homenick.com,aherzog@jones.com,SUCCESS,2016-06-09 16:12:26
1679,ofahey@hotmail.com,dwyane31@hotmail.com,SUCCESS,2016-06-13 10:43:10
1680,wehnerriley@gmail.com,jacobsonpepper@donnelly-block.com,SUCCESS,2016-06-03 07:11:35
1681,jerdebrynlee@hotmail.com,laurelritchie@yahoo.com,SUCCESS,2016-06-09 09:20:06
1682,stiedemannmearl@yahoo.com,arobel@metz.biz,FAIL,2016-06-13 15:06:21
1683,okunevarenada@cummings-bahringer.com,boylefelicia@yahoo.com,SUCCESS,2016-06-08 07:39:00
1684,danwilliamson@bechtelar.com,showe@hotmail.com,SUCCESS,2016-06-18 05:41:02
1685,ijacobs@wisozk.biz,dayanara92@kilback.com,SUCCESS,2016-06-15 04:16:24
1686,lennie99@green.com,gloverlucina@yahoo.com,FAIL,2016-06-12 07:11:16
1687,trinityboehm@yahoo.com,eveum@gmail.com,SUCCESS,2016-06-13 22:20:53
1688,kuvalistoby@moore.com,sjast@gmail.com,SUCCESS,2016-06-03 09:40:46
1689,jovannyaufderhar@hotmail.com,dkeebler@gmail.com,SUCCESS,2016-06-04 14:40:52
1690,effertzgillian@schinner-sawayn.com,konopelskishirlene@koch-rice.biz,SUCCESS,2016-06-17 00:58:54
1691,jaleesalehner@hotmail.com,shelliebarrows@toy.biz,FAIL,2016-06-16 19:37:47
1692,mcormier@cruickshank-kuhlman.com,juwanrenner@gmail.com,SUCCESS,2016-06-18 15:44:56
1693,elissabradtke@tillman.com,joconnell@gmail.com,FAIL,2016-06-17 01:20:45
1694,konopelskiangel@walker.org,archer86@stehr-adams.biz,SUCCESS,2016-06-16 13:26:10
1695,purdyevans@gmail.com,colettebreitenberg@herman-hessel.info,SUCCESS,2016-06-10 07:05:57
1696,bradtketito@vonrueden.com,antoine56@hotmail.com,SUCCESS,2016-06-11 02:03:10
1697,alphonsleannon@gmail.com,kellen34@shanahan-ritchie.info,SUCCESS,2016-06-15 02:33:24
1698,blynch@goodwin.com,darrionmertz@gmail.com,SUCCESS,2016-06-17 02:24:28
1699,ulowe@yahoo.com,yluettgen@yahoo.com,SUCCESS,2016-06-18 05:40:53
1700,elmer99@hotmail.com,camkirlin@gmail.com,SUCCESS,2016-06-10 06:22:48
1701,streichsuzan@hotmail.com,evalyn38@yahoo.com,FAIL,2016-06-09 19:24:42
1702,nlynch@schneider.org,windlerrusty@yahoo.com,SUCCESS,2016-06-18 01:49:23
1703,bergstromira@yahoo.com,krisdanny@durgan.net,FAIL,2016-06-17 06:14:04
1704,hfunk@gmail.com,boscoleslie@wehner-streich.com,SUCCESS,2016-06-06 09:57:07
1705,yokeefe@ryan.org,cristdell@brakus.com,SUCCESS,2016-06-03 07:40:07
1706,murrayelsa@waelchi.com,dontemoen@yahoo.com,SUCCESS,2016-06-08 17:50:54
1707,hodkiewiczrowan@yundt.org,cronaanastacio@yahoo.com,SUCCESS,2016-06-03 10:58:18
1708,randolfnienow@yahoo.com,arta21@batz.biz,SUCCESS,2016-06-19 05:41:14
1709,garold72@harber.com,pattie08@bailey.net,SUCCESS,2016-06-19 04:17:53
1710,langamaris@hotmail.com,tre94@abernathy-dibbert.info,SUCCESS,2016-06-04 21:51:41
1711,awintheiser@gmail.com,emmanuelaufderhar@yahoo.com,FAIL,2016-06-07 15:50:35
1712,trompemile@feest.info,raumona@gmail.com,SUCCESS,2016-06-09 18:15:47
1713,walshbyrd@gmail.com,faheydenny@mraz.info,SUCCESS,2016-06-07 21:21:54
1714,nblock@brown.org,fschamberger@halvorson.com,SUCCESS,2016-06-08 22:06:17
1715,njacobs@hotmail.com,audie57@denesik-gutmann.com,SUCCESS,2016-06-04 15:32:59
1716,aluettgen@cartwright.com,gertha54@johnson.com,SUCCESS,2016-06-17 12:45:28
1717,belleadams@yahoo.com,rianna27@torp.com,SUCCESS,2016-06-18 22:57:31
1718,litzyadams@yahoo.com,carlotta94@gmail.com,FAIL,2016-06-05 12:58:53
1719,walshbyrd@gmail.com,merrilygrady@hotmail.com,SUCCESS,2016-06-19 14:31:21
1720,walshbyrd@gmail.com,montiekoch@yahoo.com,SUCCESS,2016-06-03 13:22:03
1721,mcormier@cruickshank-kuhlman.com,shilohstoltenberg@yahoo.com,SUCCESS,2016-06-17 03:32:58
1722,pablo78@yahoo.com,kennth03@raynor.com,SUCCESS,2016-06-05 13:58:27
1723,murphykathie@gmail.com,jquitzon@haag.com,SUCCESS,2016-06-12 05:15:19
1724,samara25@rodriguez.com,tinie77@yahoo.com,SUCCESS,2016-06-02 10:29:05
1725,garold72@harber.com,wardsylvia@gmail.com,SUCCESS,2016-06-08 14:26:25
1726,omedhurst@schroeder.com,samie54@hotmail.com,SUCCESS,2016-06-14 20:10:53
1727,reubenwillms@purdy-keeling.com,devonteernser@reichel-beahan.com,SUCCESS,2016-06-08 03:50:35
1728,sybilla19@hotmail.com,kreigergerman@bergnaum.org,SUCCESS,2016-06-10 12:11:51
1729,candy52@buckridge.com,elishaconnelly@lehner-krajcik.org,SUCCESS,2016-06-14 05:12:29
1730,huelsjune@gmail.com,udooley@macejkovic.info,SUCCESS,2016-06-12 05:50:52
1731,lelaconn@klein.com,qhackett@gmail.com,SUCCESS,2016-06-06 11:58:42
1732,eichmannmarianna@gmail.com,kipp58@senger.info,SUCCESS,2016-06-15 23:24:31
1733,carrollmelodee@koepp-grant.com,reyes49@hotmail.com,FAIL,2016-06-10 22:02:56
1734,dakotalowe@gmail.com,nicolasbeverly@nitzsche.info,FAIL,2016-06-03 15:51:32
1735,websterbeer@blanda.com,gusikowskicaitlyn@yahoo.com,SUCCESS,2016-06-03 07:45:11
1736,marina68@olson-orn.com,pstehr@mcglynn.com,SUCCESS,2016-06-15 07:41:25
1737,vicy41@hotmail.com,rufus76@yahoo.com,SUCCESS,2016-06-08 14:28:41
1738,malik87@howell.com,zayneokon@rutherford.com,SUCCESS,2016-06-10 11:35:25
1739,gail35@baumbach.net,vgreen@yahoo.com,SUCCESS,2016-06-05 09:34:07
1740,kdeckow@yahoo.com,merrillbalistreri@yahoo.com,SUCCESS,2016-06-20 07:54:40
1741,elmer99@hotmail.com,ernsersherrie@gmail.com,SUCCESS,2016-06-18 03:51:05
1742,yandeldach@haag.org,nolia38@hotmail.com,FAIL,2016-06-12 17:09:25
1743,hlowe@yahoo.com,fflatley@becker.com,SUCCESS,2016-06-07 21:56:38
1744,ppagac@morissette-schuster.com,evawiegand@yahoo.com,SUCCESS,2016-06-15 11:17:07
1745,annemarie88@gmail.com,balistrerielena@herzog-shields.com,SUCCESS,2016-06-17 08:09:39
1746,corinnajohns@hotmail.com,keonkuhn@gmail.com,FAIL,2016-06-16 01:43:57
1747,bryan70@leuschke.com,schoenjacquelin@swift.net,SUCCESS,2016-06-09 18:34:29
1748,merrivonrueden@gmail.com,boehmoda@gmail.com,SUCCESS,2016-06-21 05:19:44
1749,christal75@upton.com,zlind@barrows.com,SUCCESS,2016-06-21 12:17:24
1750,wolffmisael@rutherford-bartoletti.com,rlang@yahoo.com,SUCCESS,2016-06-07 18:13:26
1751,trinityboehm@yahoo.com,rcummings@veum.biz,SUCCESS,2016-06-09 19:21:20
1752,racquelschneider@kreiger.biz,cbosco@ledner.info,SUCCESS,2016-06-09 17:06:05
1753,blesch@yahoo.com,swifttexie@yahoo.com,FAIL,2016-06-05 19:39:26
1754,arra07@gmail.com,reingerorpha@barrows-dubuque.com,SUCCESS,2016-06-09 00:24:17
1755,hilllueilwitz@stroman.com,molliemosciski@lemke-ullrich.com,SUCCESS,2016-06-07 11:34:07
1756,kaitlin33@goodwin.com,ehyatt@gmail.com,FAIL,2016-06-18 21:13:00
1757,christin15@gmail.com,jeannie23@boehm.net,SUCCESS,2016-06-06 04:29:54
1758,scruickshank@gmail.com,kulasmartell@hand.com,SUCCESS,2016-06-19 11:59:05
1759,botsfordsuzette@dach.com,armondwelch@pacocha-bayer.org,SUCCESS,2016-06-06 06:48:41
1760,blynch@goodwin.com,broganromaguera@hotmail.com,SUCCESS,2016-06-06 00:16:44
1761,robertsvaughn@collins-leffler.com,walshkurt@gmail.com,SUCCESS,2016-06-04 18:08:22
1762,hattiedickens@kutch.com,leah58@williamson.com,SUCCESS,2016-06-14 20:26:20
1763,feesttruman@oberbrunner-vonrueden.net,westchauncey@gmail.com,SUCCESS,2016-06-12 07:42:22
1764,daisha86@buckridge-ankunding.biz,ama78@gmail.com,SUCCESS,2016-06-04 00:10:13
1765,marleyzboncak@cole-heathcote.com,predovicwalter@donnelly.com,SUCCESS,2016-06-18 20:09:20
1766,camronmertz@hotmail.com,lolita18@cartwright.com,SUCCESS,2016-06-12 08:43:05
1767,corwinsadie@bergstrom-windler.com,qmclaughlin@gmail.com,SUCCESS,2016-06-13 21:02:47
1768,hilllueilwitz@stroman.com,jedlowe@gibson.org,SUCCESS,2016-06-08 21:36:03
1769,reatha86@hotmail.com,kenyon07@gmail.com,SUCCESS,2016-06-11 02:21:25
1770,clemmie94@gmail.com,howard32@batz-wehner.net,SUCCESS,2016-06-11 12:58:14
1771,vestakuhn@hotmail.com,ashamurphy@hotmail.com,SUCCESS,2016-06-12 19:40:13
1772,pagacnadia@hills.com,karylboehm@hotmail.com,SUCCESS,2016-06-11 04:18:25
1773,roll76@kautzer.com,martez28@hotmail.com,SUCCESS,2016-06-16 20:39:22
1774,rodrickkerluke@gmail.com,alba68@yahoo.com,SUCCESS,2016-06-09 03:07:04
1775,emely65@haley.biz,obogisich@yahoo.com,FAIL,2016-06-06 11:26:48
1776,tiarra75@hotmail.com,nterry@hotmail.com,FAIL,2016-06-06 22:37:00
1777,bjornbednar@hotmail.com,hkozey@hotmail.com,SUCCESS,2016-06-05 22:27:31
1778,ifeeney@zemlak-koelpin.com,lheaney@dicki-hoeger.com,SUCCESS,2016-06-03 13:51:16
1779,omedhurst@schroeder.com,jenkinsola@kirlin.com,FAIL,2016-06-07 16:51:48
1780,rosamond31@donnelly.com,owolff@yahoo.com,FAIL,2016-06-19 09:09:00
1781,cherrylbednar@gmail.com,kyost@jakubowski.net,SUCCESS,2016-06-12 21:05:33
1782,wolffmisael@rutherford-bartoletti.com,rempelkathyrn@hilll-gulgowski.info,SUCCESS,2016-06-12 19:06:23
1783,oreillysusan@gmail.com,daniele66@hotmail.com,SUCCESS,2016-06-05 07:01:56
1784,bergstromhilmer@hotmail.com,deanehagenes@barton.com,FAIL,2016-06-08 19:14:51
1785,mills15@yahoo.com,ohegmann@yahoo.com,SUCCESS,2016-06-20 14:36:55
1786,irven29@gmail.com,nhomenick@yahoo.com,SUCCESS,2016-06-19 11:59:42
1787,kadencruickshank@yahoo.com,vilmaschuppe@kunde.org,SUCCESS,2016-06-14 21:17:31
1788,walshtyler@green-stark.org,armandowalker@beer.net,SUCCESS,2016-06-19 23:35:09
1789,nlynch@schneider.org,elmo88@hotmail.com,SUCCESS,2016-06-03 01:21:36
1790,stiedemannmearl@yahoo.com,loretto36@walker.biz,SUCCESS,2016-06-12 23:38:50
1791,kent36@hotmail.com,schneiderfinnegan@gmail.com,SUCCESS,2016-06-07 19:24:12
1792,smith82@bins.com,bleuschke@hegmann.biz,SUCCESS,2016-06-02 15:45:41
1793,gislasonjoni@green-fahey.biz,mertzdaisey@jakubowski.com,SUCCESS,2016-06-05 19:18:16
1794,rempelnicky@hartmann.net,hkertzmann@yahoo.com,SUCCESS,2016-06-02 07:36:11
1795,sharakovacek@reinger.org,cesar47@mitchell.biz,SUCCESS,2016-06-15 15:46:01
1796,russelzada@gmail.com,zelaglover@bergstrom.com,SUCCESS,2016-06-16 08:35:21
1797,boston71@jenkins.com,kubjamil@connelly.com,SUCCESS,2016-06-13 06:36:56
1798,domenico69@tromp.net,kim52@crist-cronin.biz,SUCCESS,2016-06-13 16:43:36
1799,xbrown@gmail.com,greenholtbobby@hotmail.com,SUCCESS,2016-06-21 05:47:56
1800,smith82@bins.com,len65@turcotte.com,SUCCESS,2016-06-08 06:38:45
1801,klingoda@hotmail.com,quincy99@hotmail.com,SUCCESS,2016-06-20 02:29:23
1802,yokeefe@ryan.org,fward@langworth.com,SUCCESS,2016-06-11 02:31:29
1803,shade46@carroll-rodriguez.com,schmeleradd@feil-kuphal.com,SUCCESS,2016-06-14 00:09:06
1804,lkrajcik@yahoo.com,hermistonmalcolm@abernathy.com,SUCCESS,2016-06-10 03:19:48
1805,botsfordsuzette@dach.com,kihnbenjamen@kohler-grimes.org,SUCCESS,2016-06-03 05:19:54
1806,daredevyn@yahoo.com,gaylordaudie@hotmail.com,FAIL,2016-06-06 15:20:07
1807,leannonmontana@ziemann-roberts.com,ancel70@hotmail.com,SUCCESS,2016-06-06 07:27:35
1808,homenickcason@conroy-lowe.com,lbailey@lemke.com,SUCCESS,2016-06-03 13:43:13
1809,kiyoshijerde@jenkins.net,mercedes37@gmail.com,FAIL,2016-06-08 16:29:02
1810,sherrill21@dooley.info,acymorissette@yahoo.com,SUCCESS,2016-06-02 01:21:39
1811,candy52@buckridge.com,horeilly@thiel.com,SUCCESS,2016-06-02 14:38:24
1812,walshbyrd@gmail.com,hilllphebe@okon.biz,SUCCESS,2016-06-15 00:49:00
1813,donnellypaige@kshlerin-johns.com,inezbrekke@trantow.com,SUCCESS,2016-06-18 00:00:14
1814,siena51@runolfsdottir.info,bednarrusty@yahoo.com,SUCCESS,2016-06-07 18:49:08
1815,botsfordsuzette@dach.com,zaiden51@gmail.com,SUCCESS,2016-06-03 06:50:01
1816,nancy46@gmail.com,jonespaulette@cormier.com,SUCCESS,2016-06-11 10:57:46
1817,jaidynwalsh@corkery.info,veumelwin@hotmail.com,SUCCESS,2016-06-12 11:49:19
1818,felixyost@wilderman.com,sydell43@yahoo.com,FAIL,2016-06-14 04:17:54
1819,sharakovacek@reinger.org,alex32@hotmail.com,SUCCESS,2016-06-16 13:43:02
1820,delsiecarter@gmail.com,iyannaweimann@oreilly.info,FAIL,2016-06-02 23:19:44
1821,nienowcaptain@price.com,blickclem@yahoo.com,SUCCESS,2016-06-04 04:55:28
1822,hwehner@gmail.com,enrique08@harvey.com,FAIL,2016-06-14 17:51:36
1823,brandanmorar@emard.org,bernardcummerata@gmail.com,SUCCESS,2016-06-17 23:35:49
1824,dale89@schulist.com,nweber@yahoo.com,FAIL,2016-06-08 19:01:24
1825,candidafisher@kling.com,brittaneyfeest@schuppe.biz,FAIL,2016-06-18 04:35:03
1826,christal75@upton.com,jerdearlyn@jacobi-mills.info,SUCCESS,2016-06-12 03:18:28
1827,vwill@yahoo.com,jacques44@lubowitz.biz,FAIL,2016-06-11 11:42:11
1828,agaylord@yahoo.com,doshie19@sawayn-littel.com,FAIL,2016-06-07 06:19:14
1829,collinsflint@yahoo.com,romello86@koch.com,SUCCESS,2016-06-01 17:29:13
1830,kuhlmanfrederic@gmail.com,smoore@gmail.com,SUCCESS,2016-06-19 21:10:41
1831,ratkebrandee@yahoo.com,weberellison@yahoo.com,SUCCESS,2016-06-08 08:20:35
1832,jacobsoncatina@hotmail.com,xmcclure@hotmail.com,SUCCESS,2016-06-04 18:29:55
1833,kuvalistoby@moore.com,arley73@yahoo.com,SUCCESS,2016-06-08 02:51:53
1834,bertrandmccullough@schneider.biz,heidenreichtylor@gmail.com,SUCCESS,2016-06-14 21:01:53
1835,latrellboehm@lowe-brown.com,aminondricka@yahoo.com,SUCCESS,2016-06-08 01:50:08
1836,murphykathie@gmail.com,lonzolesch@wolff-dach.com,SUCCESS,2016-06-02 16:55:23
1837,candis49@herman-runte.com,balistrericlarabelle@wyman.info,SUCCESS,2016-06-10 18:39:11
1838,elissabradtke@tillman.com,shauna93@gmail.com,SUCCESS,2016-06-19 13:38:01
1839,rodrickkerluke@gmail.com,emil74@gmail.com,SUCCESS,2016-06-04 07:52:41
1840,danaberge@hotmail.com,gutkowskirosia@hotmail.com,FAIL,2016-06-02 09:18:49
1841,rippinwilliam@gmail.com,opfeffer@kohler.com,FAIL,2016-06-10 08:05:02
1842,cherish02@bayer.com,robelrosaria@hotmail.com,SUCCESS,2016-06-14 13:28:41
1843,botsfordlavada@gmail.com,imurphy@gmail.com,SUCCESS,2016-06-13 23:13:00
1844,hmann@yahoo.com,zlesch@hotmail.com,SUCCESS,2016-06-13 00:52:25
1845,framibula@hotmail.com,rileypurdy@hotmail.com,SUCCESS,2016-06-15 13:12:45
1846,dakotalowe@gmail.com,leightonzieme@gmail.com,SUCCESS,2016-06-06 00:17:23
1847,jaidynwalsh@corkery.info,drucillapagac@hotmail.com,SUCCESS,2016-06-03 14:32:45
1848,huelsjune@gmail.com,domonique81@hotmail.com,SUCCESS,2016-06-18 03:48:02
1849,stokescharley@bernhard.com,wintheiserpatrick@bosco.info,FAIL,2016-06-17 10:48:51
1850,candidafisher@kling.com,bbogisich@schuppe-bogan.biz,FAIL,2016-06-11 09:00:12
1851,atha40@lindgren.org,bauchkloe@hotmail.com,SUCCESS,2016-06-20 22:25:17
1852,juliann88@hotmail.com,quigleyjohnpaul@ratke-jacobson.info,FAIL,2016-06-04 20:26:08
1853,camronmertz@hotmail.com,fadelleticia@schmidt.com,SUCCESS,2016-06-14 12:16:08
1854,ispencer@gmail.com,qkemmer@romaguera.com,SUCCESS,2016-06-18 12:43:04
1855,denis77@crona-connelly.com,shanahanoris@hotmail.com,SUCCESS,2016-06-11 01:08:28
1856,ispencer@gmail.com,juliodoyle@feeney.com,SUCCESS,2016-06-18 05:24:02
1857,fadelshellie@hotmail.com,oemard@yahoo.com,FAIL,2016-06-03 02:20:44
1858,xhuel@jaskolski.info,rube29@yahoo.com,SUCCESS,2016-06-08 09:54:39
1859,marleyzboncak@cole-heathcote.com,bridgetthaag@bergnaum.com,SUCCESS,2016-06-03 03:17:10
1860,marina68@olson-orn.com,aufderharlinnie@gmail.com,SUCCESS,2016-06-15 19:07:55
1861,drew16@gmail.com,ghuels@yahoo.com,SUCCESS,2016-06-12 05:51:14
1862,ricardo73@gmail.com,georgeneokuneva@nader-predovic.info,SUCCESS,2016-06-12 00:17:23
1863,hconsidine@yahoo.com,pinkaltenwerth@heidenreich-gleichner.com,SUCCESS,2016-06-12 22:53:51
1864,savannagottlieb@mckenzie.com,renitakuphal@parisian-howe.com,SUCCESS,2016-06-17 04:28:43
1865,klingmetta@dibbert-emmerich.biz,obecker@morissette.com,FAIL,2016-06-02 18:15:04
1866,rosamond31@donnelly.com,delos96@yost-abbott.net,SUCCESS,2016-06-09 02:14:39
1867,weissnatverda@price.com,grimesreggie@yahoo.com,SUCCESS,2016-06-14 16:44:39
1868,belleadams@yahoo.com,wittingleland@emmerich.biz,SUCCESS,2016-06-04 07:50:04
1869,paucekthedore@hotmail.com,moriahturcotte@hane.com,SUCCESS,2016-06-12 20:32:19
1870,garold72@harber.com,afadel@glover.com,FAIL,2016-06-02 01:00:35
1871,vwill@yahoo.com,lisette76@collins.com,SUCCESS,2016-06-10 07:34:58
1872,marleyzboncak@cole-heathcote.com,lockiegleason@bogan.biz,SUCCESS,2016-06-10 02:05:28
1873,ratkebrandee@yahoo.com,kelleeraynor@hotmail.com,FAIL,2016-06-02 16:59:40
1874,codiehagenes@friesen.info,germanluettgen@gmail.com,SUCCESS,2016-06-20 05:24:45
1875,pjacobi@will.biz,mratke@barrows.com,SUCCESS,2016-06-18 15:58:19
1876,goodwingorge@yahoo.com,hartley65@yahoo.com,SUCCESS,2016-06-05 22:23:06
1877,gravesolson@bauch.com,wmohr@hotmail.com,SUCCESS,2016-06-06 23:54:23
1878,adelardreilly@hotmail.com,manleygutmann@mante.com,SUCCESS,2016-06-05 13:53:34
1879,huelsconstance@hotmail.com,pierce30@gmail.com,SUCCESS,2016-06-08 06:53:23
1880,irven29@gmail.com,torphydorman@yahoo.com,SUCCESS,2016-06-04 10:06:17
1881,christopercormier@barton.com,ronindietrich@hotmail.com,SUCCESS,2016-06-19 00:36:58
1882,jimmie91@bergnaum.com,jacobikizzy@hotmail.com,SUCCESS,2016-06-20 12:33:56
1883,dillon62@franecki.com,edickinson@mosciski-kuhlman.info,SUCCESS,2016-06-08 06:08:43
1884,ywest@stiedemann.com,marlenaaltenwerth@howell.com,SUCCESS,2016-06-04 07:06:28
1885,myrtle65@ward.com,madeline07@yahoo.com,SUCCESS,2016-06-05 23:06:50
1886,mills15@yahoo.com,jframi@yahoo.com,SUCCESS,2016-06-13 14:22:06
1887,nienowcaptain@price.com,connellymell@ledner-auer.com,FAIL,2016-06-01 15:37:37
1888,ifeeney@zemlak-koelpin.com,marylou13@hotmail.com,SUCCESS,2016-06-04 16:48:36
1889,cbeatty@gmail.com,tstiedemann@gmail.com,FAIL,2016-06-19 01:13:30
